"Name";"Edition";"Rarity";"Color";"Cost";"P/T";"Type";"Text";"Flavor"
"Mass of Ghouls";"10E";"C";"B";"3BB";"5/3";"Creature - Zombie Warrior";"";"“An army has filled the valley, but it’s not like any army I’ve ever seen. There are no tents, no fires, no horses . . . just a sea of bodies, writhing and moaning, as if a pestilent village were sent to invade us.”
—Onean scout"
"Massacre Wurm";"MBS";"M";"B";"3BBB";"6/5";"Creature - Wurm";"When Massacre Wurm enters the battlefield, creatures your opponents control get -2/-2 until end of turn.
Whenever a creature an opponent controls dies, that player loses 2 life.";""
"Master Apothecary";"OD";"R";"W";"WWW";"2/2";"Creature - Human Cleric";"Tap an untapped Cleric you control: Prevent the next 2 damage that would be dealt to target creature or player this turn.";""
"Master Biomancer";"GTC";"M";"Gld";"2GU";"2/4";"Creature - Elf Wizard";"Each other creature you control enters the battlefield with a number of additional +1/+1 counters on it equal to Master Biomancer’s power and as a Mutant in addition to its other types.";""
"Master Decoy";"8E";"C";"W";"1W";"1/2";"Creature - Human Soldier";"%W, %T: Tap target creature.";""
"Master Decoy";"TE";"C";"W";"1W";"1/2";"Creature - Human Soldier";"%W, %T: Tap target creature.";""
"Master Decoy";"9E";"C";"W";"1W";"1/2";"Creature - Human Soldier";"%W, %T: Tap target creature.";""
"Master Decoy";"BRB";"C";"W";"1W";"1/2";"Creature - Human Soldier";"%W, %T: Tap target creature.";""
"Master Healer";"8E";"R";"W";"4W";"1/4";"Creature - Human Cleric";"%T: Prevent the next 4 damage that would be dealt to target creature or player this turn.";""
"Master Healer";"7E";"R";"W";"4W";"1/4";"Creature - Human Cleric";"%T: Prevent the next 4 damage that would be dealt to target creature or player this turn.";""
"Master Healer";"UD";"R";"W";"4W";"1/4";"Creature - Human Cleric";"%T: Prevent the next 4 damage that would be dealt to target creature or player this turn.";""
"Master Healer";"9E";"R";"W";"4W";"1/4";"Creature - Human Cleric";"%T: Prevent the next 4 damage that would be dealt to target creature or player this turn.";""
"Master of Arms";"WL";"U";"W";"2W";"2/2";"Creature - Human Soldier";"First strike
%1%W: Tap target creature blocking Master of Arms.";""
"Master of Etherium";"ALA";"R";"U";"2U";"*/*";"Artifact Creature - Vedalken Wizard";"Master of Etherium’s power and toughness are each equal to the number of artifacts you control.
Other artifact creatures you control get +1/+1.";""
"Master of Etherium";"DDF";"R";"U";"2U";"*/*";"Artifact Creature - Vedalken Wizard";"Master of Etherium’s power and toughness are each equal to the number of artifacts you control.
Other artifact creatures you control get +1/+1.";""
"Master of Etherium";"HOP";"R";"U";"2U";"*/*";"Artifact Creature - Vedalken Wizard";"Master of Etherium’s power and toughness are each equal to the number of artifacts you control.
Other artifact creatures you control get +1/+1.";""
"Master of the Hunt";"LG";"R";"G";"2GG";"2/2";"Creature - Human";"%2%G%G: Put a 1/1 green Wolf creature token named Wolves of the Hunt onto the battlefield. It has “bands with other creatures named Wolves of the Hunt.” #(Any creatures named Wolves of the Hunt can attack in a band as long as at least one has “bands with other creatures named Wolves of the Hunt.” Bands are blocked as a group. If at least two creatures named Wolves of the Hunt you control, one of which has “bands with other creatures named Wolves of the Hunt,” are blocking or being blocked by the same creature, you divide that creature’s combat damage, not its controller, among any of the creatures it’s being blocked by or is blocking.)#";""
"Master of the Pearl Trident";"M13";"R";"U";"UU";"2/2";"Creature - Merfolk";"Other Merfolk creatures you control get +1/+1 and have islandwalk. #(They are unblockable as long as defending player controls an Island.)#";""
"Master of the Veil";"LE";"U";"U";"2UU";"2/3";"Creature - Human Wizard";"Morph %2%U #(You may cast this face down as a 2/2 creature for %3. Turn it face up any time for its morph cost.)#
When Master of the Veil is turned face up, you may turn target creature with morph face down.";""
"Master of the Wild Hunt";"M10";"M";"G";"2GG";"3/3";"Creature - Human Shaman";"At the beginning of your upkeep, put a 2/2 green Wolf creature token onto the battlefield.
%T: Tap all untapped Wolf creatures you control. Each Wolf tapped this way deals damage equal to its power to target creature. That creature deals damage equal to its power divided as its controller chooses among any number of those Wolves.";""
"Master Splicer";"NPH";"U";"W";"3W";"1/1";"Creature - Human Artificer";"When Master Splicer enters the battlefield, put a 3/3 colorless Golem artifact creature token onto the battlefield.
Golem creatures you control get +1/+1.";""
"Master Thief";"M12";"U";"U";"2UU";"2/2";"Creature - Human Rogue";"When Master Thief enters the battlefield, gain control of target artifact for as long as you control Master Thief.";""
"Master Transmuter";"ARC";"R";"U";"3U";"1/2";"Artifact Creature - Human Artificer";"%U, %T, Return an artifact you control to its owner’s hand: You may put an artifact card from your hand onto the battlefield.";""
"Master Transmuter";"CFX";"R";"U";"3U";"1/2";"Artifact Creature - Human Artificer";"%U, %T, Return an artifact you control to its owner’s hand: You may put an artifact card from your hand onto the battlefield.";""
"Masticore";"V10";"M";"Art";"4";"4/4";"Artifact Creature - Masticore";"At the beginning of your upkeep, sacrifice Masticore unless you discard a card.
%2: Masticore deals 1 damage to target creature.
%2: Regenerate Masticore.";""
"Masticore";"UD";"R";"Art";"4";"4/4";"Artifact Creature - Masticore";"At the beginning of your upkeep, sacrifice Masticore unless you discard a card.
%2: Masticore deals 1 damage to target creature.
%2: Regenerate Masticore.";""
"Masumaro, First to Live";"SOK";"R";"G";"3GGG";"*/*";"Legendary Creature - Spirit";"Masumaro, First to Live’s power and toughness are each equal to twice the number of cards in your hand.";""
"Matca Rioters";"CFX";"C";"G";"2G";"*/*";"Creature - Human Warrior";"#Domain# — Matca Rioters’s power and toughness are each equal to the number of basic land types among lands you control.";""
"Matopi Golem";"VI";"U";"Art";"5";"3/3";"Artifact Creature - Golem";"%1: Regenerate Matopi Golem. When it regenerates this way, put a -1/-1 counter on it.";""
"Matsu-Tribe Birdstalker";"SOK";"C";"G";"2GG";"2/2";"Creature - Snake Warrior Archer";"Whenever Matsu-Tribe Birdstalker deals combat damage to a creature, tap that creature and it doesn’t untap during its controller’s next untap step.
%G: Matsu-Tribe Birdstalker gains reach until end of turn. #(It can block creatures with flying.)#";""
"Matsu-Tribe Decoy";"CHK";"C";"G";"2G";"1/3";"Creature - Snake Warrior";"%2%G: Target creature blocks Matsu-Tribe Decoy this turn if able.
Whenever Matsu-Tribe Decoy deals combat damage to a creature, tap that creature and it doesn’t untap during its controller’s next untap step.";""
"Matsu-Tribe Sniper";"BOK";"C";"G";"1G";"1/1";"Creature - Snake Warrior Archer";"%T: Matsu-Tribe Sniper deals 1 damage to target creature with flying.
Whenever Matsu-Tribe Sniper deals damage to a creature, tap that creature and it doesn’t untap during its controller’s next untap step.";""
"Maul Splicer";"GTW";"";"G";"6G";"1/1";"Creature - Human Artificer";"When Maul Splicer enters the battlefield, put two 3/3 colorless Golem artifact creature tokens onto the battlefield.
Golem creatures you control have trample.";""
"Maul Splicer";"NPH";"C";"G";"6G";"1/1";"Creature - Human Artificer";"When Maul Splicer enters the battlefield, put two 3/3 colorless Golem artifact creature tokens onto the battlefield.
Golem creatures you control have trample.";""
"Mausoleum Guard";"ISD";"U";"W";"3W";"2/2";"Creature - Human Scout";"When Mausoleum Guard dies, put two 1/1 white Spirit creature tokens with flying onto the battlefield.";""
"Mausoleum Turnkey";"RAV";"U";"B";"3B";"3/2";"Creature - Ogre Rogue";"When Mausoleum Turnkey enters the battlefield, return target creature card of an opponent’s choice from your graveyard to your hand.";""
"Mawcor";"7E";"R";"U";"3UU";"3/3";"Creature - Beast";"Flying
%T: Mawcor deals 1 damage to target creature or player.";""
"Mawcor";"TE";"R";"U";"3UU";"3/3";"Creature - Beast";"Flying
%T: Mawcor deals 1 damage to target creature or player.";""
"Mayael the Anima";"ALA";"M";"Gld";"RGW";"2/3";"Legendary Creature - Elf Shaman";"%3%R%G%W, %T: Look at the top five cards of your library. You may put a creature card with power 5 or greater from among them onto the battlefield. Put the rest on the bottom of your library in any order.";""
"Meadowboon";"MOR";"U";"W";"2WW";"3/3";"Creature - Elemental";"When Meadowboon leaves the battlefield, put a +1/+1 counter on each creature target player controls.
Evoke %3%W #(You may cast this spell for its evoke cost. If you do, it’s sacrificed when it enters the battlefield.)#";""
"Meddling Kids";"UNH";"R";"Gld";"2WU";"2/3";"Creature - Human Child";"As Meddling Kids comes into play, choose a word with four or more letters.
Nonland cards with the chosen word in their text box can’t be played.";""
"Meddling Mage";"PS";"R";"Gld";"WU";"2/2";"Creature - Human Wizard";"As Meddling Mage enters the battlefield, name a nonland card.
The named card can’t be cast.";""
"Meddling Mage";"ARB";"R";"Gld";"WU";"2/2";"Creature - Human Wizard";"As Meddling Mage enters the battlefield, name a nonland card.
The named card can’t be cast.";""
"Meddling Mage";"JGC";"";"Gld";"WU";"2/2";"Creature - Human Wizard";"As Meddling Mage enters the battlefield, name a nonland card.
The named card can’t be cast.";""
"Medicine Runner";"SHM";"C";"Gld";"1%A";"2/1";"Creature - Elf Cleric";"When Medicine Runner enters the battlefield, you may remove a counter from target permanent.";""
"Megatherium";"MM";"R";"G";"2G";"4/4";"Creature - Beast";"Trample
When Megatherium enters the battlefield, sacrifice it unless you pay %1 for each card in your hand.";""
"Megatog";"MR";"R";"R";"4RR";"3/4";"Creature - Atog";"Sacrifice an artifact: Megatog gets +3/+3 and gains trample until end of turn.";""
"Meglonoth";"CFX";"R";"Gld";"3RGW";"6/6";"Creature - Beast";"Vigilance, trample
Whenever Meglonoth blocks a creature, Meglonoth deals damage to that creature’s controller equal to Meglonoth’s power.";""
"Melesse Spirit";"MI";"U";"W";"3WW";"3/3";"Creature - Angel Spirit";"Flying, protection from black";""
"Melira, Sylvok Outcast";"NPH";"R";"G";"1G";"2/2";"Legendary Creature - Human Scout";"You can’t get poison counters.
Creatures you control can’t have -1/-1 counters placed on them.
Creatures your opponents control lose infect.";""
"Melira's Keepers";"MBS";"U";"G";"4G";"4/4";"Creature - Human Warrior";"Melira’s Keepers can’t have counters placed on it.";""
"Meloku the Clouded Mirror";"CHK";"R";"U";"4U";"2/4";"Legendary Creature - Moonfolk Wizard";"Flying
%1, Return a land you control to its owner’s hand: Put a 1/1 blue Illusion creature token with flying onto the battlefield.";""
"Memnarch";"ARC";"R";"Art";"7";"4/5";"Legendary Artifact Creature - Wizard";"%1%U%U: Target permanent becomes an artifact in addition to its other types. #(This effect lasts indefinitely.)#
%3%U: Gain control of target artifact. #(This effect lasts indefinitely.)#";""
"Memnarch";"DS";"R";"Art";"7";"4/5";"Legendary Artifact Creature - Wizard";"%1%U%U: Target permanent becomes an artifact in addition to its other types. #(This effect lasts indefinitely.)#
%3%U: Gain control of target artifact. #(This effect lasts indefinitely.)#";""
"Memnite";"SOM";"U";"Art";"0";"1/1";"Artifact Creature - Construct";"";"Reminders of Memnarch’s reign still skirr across Mirrodin, reminiscent of his form if not his power."
"Memnite";"MGD";"";"Art";"0";"1/1";"Artifact Creature - Construct";"";"Reminders of Memnarch’s reign still skirr across Mirrodin, reminiscent of his form if not his power."
"Menacing Ogre";"HOP";"R";"R";"3RR";"3/3";"Creature - Ogre";"Trample, haste
When Menacing Ogre enters the battlefield, each player secretly chooses a number. Then those numbers are revealed. Each player with the highest number loses that much life. If you are one of those players, put two +1/+1 counters on Menacing Ogre.";""
"Menacing Ogre";"ON";"R";"R";"3RR";"3/3";"Creature - Ogre";"Trample, haste
When Menacing Ogre enters the battlefield, each player secretly chooses a number. Then those numbers are revealed. Each player with the highest number loses that much life. If you are one of those players, put two +1/+1 counters on Menacing Ogre.";""
"Meng Huo, Barbarian King";"P3";"R";"G";"3GG";"4/4";"Legendary Creature - Human Barbarian Soldier";"Other green creatures you control get +1/+1.";""
"Meng Huo's Horde";"P3";"C";"G";"4G";"4/5";"Creature - Human Soldier";"";"Through his allies, Meng Huo commanded several hundred thousand troops composed of cavalry, rattan-armored warriors, infantry, naked men with swords, and wild animals."
"Mentor of the Meek";"ISD";"R";"W";"2W";"2/2";"Creature - Human Soldier";"Whenever another creature with power 2 or less enters the battlefield under your control, you may pay %1. If you do, draw a card.";""
"Mephidross Vampire";"FD";"R";"B";"4BB";"3/4";"Creature - Vampire";"Flying
Each creature you control is a Vampire in addition to its other creature types and has “Whenever this creature deals damage to a creature, put a +1/+1 counter on this creature.”";""
"Mephitic Ooze";"DS";"R";"B";"4B";"0/5";"Creature - Ooze";"Mephitic Ooze gets +1/+0 for each artifact you control.
Whenever Mephitic Ooze deals combat damage to a creature, destroy that creature. The creature can’t be regenerated.";""
"Mercenaries";"IA";"R";"W";"3W";"3/3";"Creature - Human Mercenary";"%3: The next time Mercenaries would deal damage to you this turn, prevent that damage. Any player may activate this ability.";""
"Mercenary Informer";"PY";"R";"W";"2W";"2/1";"Creature - Human Rebel Mercenary";"Mercenary Informer can’t be the target of black spells or abilities from black sources.
%2%W: Put target nontoken Mercenary on the bottom of its owner’s library.";""
"Mercenary Knight";"PT";"R";"B";"2B";"4/4";"Creature - Human Mercenary Knight";"When Mercenary Knight enters the battlefield, sacrifice it unless you discard a creature card.";""
"Merchant of Secrets";"LE";"C";"U";"2U";"1/1";"Creature - Human Wizard";"When Merchant of Secrets enters the battlefield, draw a card.";""
"Merchant of Secrets";"8E";"C";"U";"2U";"1/1";"Creature - Human Wizard";"When Merchant of Secrets enters the battlefield, draw a card.";""
"Merchant Ship";"AN";"U";"U";"U";"0/2";"Creature - Human";"Merchant Ship can’t attack unless defending player controls an island.
Whenever Merchant Ship attacks and isn’t blocked, you gain 2 life.
When you control no islands, sacrifice Merchant Ship.";""
"Mercurial Chemister";"RTR";"R";"Gld";"3UR";"2/3";"Creature - Human Wizard";"%U, %T: Draw two cards.
%R, %T, Discard a card: Mercurial Chemister deals damage to target creature equal to the discarded card’s converted mana cost.";""
