Name	Edition	Rarity	Cost	P/T	Type	Text	Flavor
Teferi, Mage of Zhalfir	TSP	R	2UUU	3/4	Legendary Creature - Human Wizard	"Flash #(You may cast this spell any time you could cast an instant.)#
Creature cards you own that arenﾒt on the battlefield have flash.
Each opponent can cast spells only any time he or she could cast a sorcery."	
Teferi's Drake	MI	C	2U	3/2	Creature - Drake	"Flying
Phasing #(This phases in or out before you untap during each of your untap steps. While itﾒs phased out, itﾒs treated as though it doesnﾒt exist.)#"	
Teferi's Honor Guard	VI	U	2W	2/2	Creature - Human Knight	"Flanking #(Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)#
%U%U: Teferiﾒs Honor Guard phases out. #(While itﾒs phased out, itﾒs treated as though it doesnﾒt exist. It phases in before you untap during your next untap step.)#"	
Teferi's Imp	MI	R	2U	1/1	Creature - Imp	"Flying
Phasing #(This phases in or out before you untap during each of your untap steps. While itﾒs phased out, itﾒs treated as though it doesnﾒt exist.)#
Whenever Teferiﾒs Imp phases out, discard a card.
Whenever Teferiﾒs Imp phases in, draw a card."	
Tek	IN	R	5	2/2	Artifact Creature - Dragon	Tek gets +0/+2 as long as you control a plains, has flying as long as you control an island, gets +2/+0 as long as you control a swamp, has first strike as long as you control a mountain, and has trample as long as you control a forest.	
Telekinetic Sliver	TSP	U	2UU	2/2	Creature - Sliver	All Slivers have ﾓ%T: Tap target permanent.ﾔ	
Telepathic Spies	UD	C	2U	2/2	Creature - Human Wizard	When Telepathic Spies enters the battlefield, look at target opponentﾒs hand.	
Telepathic Spies	7	C	2U	2/2	Creature - Human Wizard	When Telepathic Spies enters the battlefield, look at target opponentﾒs hand.	
Telethopter	TE	U	4	3/1	Artifact Creature - Thopter	Tap an untapped creature you control: Telethopter gains flying until end of turn.	
Telim'Tor	MI	R	4R	2/2	Legendary Creature - Human Knight	"Flanking #(Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)#
Whenever TelimﾒTor attacks, all attacking creatures with flanking get +1/+1 until end of turn."	
Tel-Jilad Archers	MR	C	4G	2/4	Creature - Elf Archer	Protection from artifacts; reach #(This creature can block creatures with flying.)#	
Tel-Jilad Chosen	MR	C	1G	2/1	Creature - Elf Warrior	Protection from artifacts	
Tel-Jilad Exile	MR	C	3G	2/3	Creature - Troll Warrior	%1%G: Regenerate Tel-Jilad Exile.	
Tel-Jilad Fallen	SOM	C	2GG	3/1	Creature - Elf Warrior	"Protection from artifacts
Infect #(This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)#"	
Tel-Jilad Lifebreather	FD	C	4G	3/2	Creature - Troll Shaman	%G, %T, Sacrifice a Forest: Regenerate target creature.	
Tel-Jilad Outrider	DS	C	3G	3/1	Creature - Elf Warrior	Protection from artifacts	
Tel-Jilad Wolf	DS	C	2G	2/2	Creature - Wolf	Whenever Tel-Jilad Wolf becomes blocked by an artifact creature, Tel-Jilad Wolf gets +3/+3 until end of turn.	
Teller of Tales	CHK	C	3UU	3/3	Creature - Spirit	"Flying
Whenever you cast a Spirit or Arcane spell, you may tap or untap target creature."	
Temp of the Damned	UG	C	2B	3/3	Creature - Zombie	"When you play Temp of the Damned, roll a six-sided die. Temp of the Damned comes into play with a number of funk counters on it equal to the die roll.
During your upkeep, remove a funk counter from Temp of the Damned or sacrifice Temp of the Damned."	
Tempest Drake	VI	U	1WU	2/2	Creature - Drake	Flying, vigilance	
Tempest Efreet	LG	R	1RRR	3/3	Creature - Efreet	"Remove Tempest Efreet from your deck before playing if youﾒre not playing for ante.
%T, Sacrifice Tempest Efreet: Target opponent may pay 10 life. If that player doesnﾒt, he or she reveals a card at random from his or her hand. Exchange ownership of the revealed card and Tempest Efreet. Put the revealed card into your hand and Tempest Efreet from anywhere into that playerﾒs graveyard."	
Tempest Efreet	4	R	1RRR	3/3	Creature - Efreet	"Remove Tempest Efreet from your deck before playing if youﾒre not playing for ante.
%T, Sacrifice Tempest Efreet: Target opponent may pay 10 life. If that player doesnﾒt, he or she reveals a card at random from his or her hand. Exchange ownership of the revealed card and Tempest Efreet. Put the revealed card into your hand and Tempest Efreet from anywhere into that playerﾒs graveyard."	
Tempest Owl	ZEN	C	1U	1/2	Creature - Bird	"Kicker %4%U #(You may pay an additional %4%U as you cast this spell.)#
Flying
When Tempest Owl enters the battlefield, if it was kicked, tap up to three target permanents."	
Temple Acolyte	DDF	C	1W	1/3	Creature - Human Cleric	When Temple Acolyte enters the battlefield, you gain 3 life.	
Temple Acolyte	P2	C	1W	1/3	Creature - Human Cleric	When Temple Acolyte enters the battlefield, you gain 3 life.	
Temple Elder	P2	U	2W	1/2	Creature - Human Cleric	%T: You gain 1 life. Activate this ability only during your turn, before attackers are declared.	
Temporal Adept	7	R	1UU	1/1	Creature - Human Wizard	%U%U%U, %T: Return target permanent to its ownerﾒs hand.	
Temporal Adept	9	R	1UU	1/1	Creature - Human Wizard	%U%U%U, %T: Return target permanent to its ownerﾒs hand.	
Temporal Adept	8	R	1UU	1/1	Creature - Human Wizard	%U%U%U, %T: Return target permanent to its ownerﾒs hand.	
Temporal Adept	UD	R	1UU	1/1	Creature - Human Wizard	%U%U%U, %T: Return target permanent to its ownerﾒs hand.	
Tempting Licid	SH	U	2G	2/2	Creature - Licid	"%G, %T: Tempting Licid loses this ability and becomes an Aura enchantment with enchant creature. Attach it to target creature. You may pay %G to end this effect.
All creatures able to block enchanted creature do so."	
Tempting Wurm	ON	R	1G	5/5	Creature - Wurm	When Tempting Wurm enters the battlefield, each opponent may put any number of artifact, creature, enchantment, and/or land cards from his or her hand onto the battlefield.	
Teneb, the Harvester	PLC	R	3BGW	6/6	Legendary Creature - Dragon	"Flying
Whenever Teneb, the Harvester deals combat damage to a player, you may pay %2%B. If you do, put target creature card from a graveyard onto the battlefield under your control."	
Teneb, the Harvester	CMD	R	3BGW	6/6	Legendary Creature - Dragon	"Flying
Whenever Teneb, the Harvester deals combat damage to a player, you may pay %2%B. If you do, put target creature card from a graveyard onto the battlefield under your control."	
Tenement Crasher	RTR	C	5R	5/4	Creature - Beast	Haste	
Tephraderm	ON	R	4R	4/5	Creature - Beast	"Whenever a creature deals damage to Tephraderm, Tephraderm deals that much damage to that creature.
Whenever a spell deals damage to Tephraderm, Tephraderm deals that much damage to that spellﾒs controller."	
Terastodon	WWK	R	6GG	9/9	Creature - Elephant	When Terastodon enters the battlefield, you may destroy up to three target noncreature permanents. For each permanent put into a graveyard this way, its controller puts a 3/3 green Elephant creature token onto the battlefield.	
Terastodon	PD3	R	6GG	9/9	Creature - Elephant	When Terastodon enters the battlefield, you may destroy up to three target noncreature permanents. For each permanent put into a graveyard this way, its controller puts a 3/3 green Elephant creature token onto the battlefield.	
Terastodon	STO		6GG	9/9	Creature - Elephant	When Terastodon enters the battlefield, you may destroy up to three target noncreature permanents. For each permanent put into a graveyard this way, its controller puts a 3/3 green Elephant creature token onto the battlefield.	
Teremko Griffin	MI	C	3W	2/2	Creature - Griffin	Flying; banding #(Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creatureﾒs combat damage, not its controller, among any of the creatures itﾒs being blocked by or is blocking.)#	
Teroh's Faithful	TO	C	3W	1/4	Creature - Human Cleric	When Terohﾒs Faithful enters the battlefield, you gain 4 life.	
Teroh's Vanguard	TO	U	3W	2/3	Creature - Human Nomad	"Flash
#Threshold# ﾗ As long as seven or more cards are in your graveyard, Terohﾒs Vanguard has ﾓWhen Terohﾒs Vanguard enters the battlefield, creatures you control gain protection from black until end of turn.ﾔ"	
Terra Stomper	ZEN	R	3GGG	8/8	Creature - Beast	"Terra Stomper canﾒt be countered.
Trample"	
Terraformer	RAV	C	2U	2/2	Creature - Human Wizard	%1: Choose a basic land type. Each land you control becomes that type until end of turn.	
Terravore	OD	R	1GG	*/*	Creature - Lhurgoyf	"Trample
Terravoreﾒs power and toughness are each equal to the number of land cards in all graveyards."	
Territorial Baloth	ZEN	C	4G	4/4	Creature - Beast	#Landfall# ﾗ Whenever a land enters the battlefield under your control, Territorial Baloth gets +2/+2 until end of turn.	
Terrus Wurm	RTR	C	6B	5/5	Creature - Zombie Wurm	Scavenge %6%B #(%6%B, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this cardﾒs power on target creature. Scavenge only as a sorcery.)#	
Tethered Griffin	UD	R	W	2/3	Creature - Griffin	"Flying
When you control no enchantments, sacrifice Tethered Griffin."	
Tethered Skirge	UL	U	2B	2/2	Creature - Imp	"Flying
Whenever Tethered Skirge becomes the target of a spell or ability, you lose 1 life."	
Tetravus	4	R	6	1/1	Artifact Creature - Construct	"Flying
Tetravus enters the battlefield with three +1/+1 counters on it.
At the beginning of your upkeep, you may remove any number of +1/+1 counters from Tetravus. If you do, put that many 1/1 colorless Tetravite artifact creature tokens onto the battlefield. They each have flying and ﾓThis creature canﾒt be enchanted.ﾔ
At the beginning of your upkeep, you may exile any number of tokens put onto the battlefield with Tetravus. If you do, put that many +1/+1 counters on Tetravus."	
Tetravus	AQ	U	6	1/1	Artifact Creature - Construct	"Flying
Tetravus enters the battlefield with three +1/+1 counters on it.
At the beginning of your upkeep, you may remove any number of +1/+1 counters from Tetravus. If you do, put that many 1/1 colorless Tetravite artifact creature tokens onto the battlefield. They each have flying and ﾓThis creature canﾒt be enchanted.ﾔ
At the beginning of your upkeep, you may exile any number of tokens put onto the battlefield with Tetravus. If you do, put that many +1/+1 counters on Tetravus."	
Tetsuo Umezawa	LG	R	UBR	3/3	Legendary Creature - Human Archer	"Tetsuo Umezawa canﾒt be the target of Aura spells.
%U%B%B%R, %T: Destroy target tapped or blocking creature."	
Teysa, Orzhov Scion	GP	R	1WB	2/3	Legendary Creature - Human Advisor	"Sacrifice three white creatures: Exile target creature.
Whenever another black creature you control dies, put a 1/1 white Spirit creature token with flying onto the battlefield."	
Tezzeret the Seeker	ALA	M	3UU	%4#/	Planeswalker - Tezzeret	"+1: Untap up to two target artifacts.
-X: Search your library for an artifact card with converted mana cost X or less and put it onto the battlefield. Then shuffle your library.
-5: Artifacts you control become 5/5 artifact creatures until end of turn."	
Tezzeret the Seeker	DDF	M	3UU	%4#/	Planeswalker - Tezzeret	"+1: Untap up to two target artifacts.
-X: Search your library for an artifact card with converted mana cost X or less and put it onto the battlefield. Then shuffle your library.
-5: Artifacts you control become 5/5 artifact creatures until end of turn."	
Tezzeret, Agent of Bolas	MBS	M	2UB	%3#/	Planeswalker - Tezzeret	"+1: Look at the top five cards of your library. You may reveal an artifact card from among them and put it into your hand. Put the rest on the bottom of your library in any order.
-1: Target artifact becomes a 5/5 artifact creature.
-4: Target player loses X life and you gain X life, where X is twice the number of artifacts you control."	
Thada Adel, Acquisitor	WWK	R	1UU	2/2	Legendary Creature - Merfolk Rogue	"Islandwalk
Whenever Thada Adel, Acquisitor deals combat damage to a player, search that playerﾒs library for an artifact card and exile it. Then that player shuffles his or her library. Until end of turn, you may play that card."	
Thalakos Deceiver	SH	R	3U	1/1	Creature - Thalakos Wizard	"Shadow #(This creature can block or be blocked by only creatures with shadow.)#
Whenever Thalakos Deceiver attacks and isnﾒt blocked, you may sacrifice it. If you do, gain control of target creature. #(This effect lasts indefinitely.)#"	
Thalakos Dreamsower	TE	U	2U	1/1	Creature - Thalakos Wizard	"Shadow #(This creature can block or be blocked by only creatures with shadow.)#
You may choose not to untap Thalakos Dreamsower during your untap step.
Whenever Thalakos Dreamsower deals damage to an opponent, tap target creature. That creature doesnﾒt untap during its controllerﾒs untap step for as long as Thalakos Dreamsower remains tapped."	
Thalakos Drifters	EX	R	2UU	3/3	Creature - Thalakos	Discard a card: Thalakos Drifters gains shadow until end of turn. #(This creature can block or be blocked by only creatures with shadow.)#	
Thalakos Mistfolk	TE	C	2U	2/1	Creature - Thalakos Illusion	"Shadow #(This creature can block or be blocked by only creatures with shadow.)#
%U: Put Thalakos Mistfolk on top of its ownerﾒs library."	
Thalakos Scout	EX	C	2U	2/1	Creature - Thalakos Soldier Scout	"Shadow #(This creature can block or be blocked by only creatures with shadow.)#
Discard a card: Return Thalakos Scout to its ownerﾒs hand."	
Thalakos Seer	TE	C	UU	1/1	Creature - Thalakos Wizard	"Shadow #(This creature can block or be blocked by only creatures with shadow.)#
When Thalakos Seer leaves the battlefield, draw a card."	
Thalakos Sentry	TE	C	1U	1/2	Creature - Thalakos Soldier	Shadow #(This creature can block or be blocked by only creatures with shadow)#	
Thalia, Guardian of Thraben	DKA	R	1W	2/1	Legendary Creature - Human Soldier	"First strike
Noncreature spells cost %1 more to cast."	
Thallid (4)	FE	C	G	1/1	Creature - Fungus	"At the beginning of your upkeep, put a spore counter on Thallid.
Remove three spore counters from Thallid: Put a 1/1 green Saproling creature token onto the battlefield."	
Thallid (1)	FE	C	G	1/1	Creature - Fungus	"At the beginning of your upkeep, put a spore counter on Thallid.
Remove three spore counters from Thallid: Put a 1/1 green Saproling creature token onto the battlefield."	
Thallid	TSB	R	G	1/1	Creature - Fungus	"At the beginning of your upkeep, put a spore counter on Thallid.
Remove three spore counters from Thallid: Put a 1/1 green Saproling creature token onto the battlefield."	
Thallid (3)	FE	C	G	1/1	Creature - Fungus	"At the beginning of your upkeep, put a spore counter on Thallid.
Remove three spore counters from Thallid: Put a 1/1 green Saproling creature token onto the battlefield."	
Thallid (2)	FE	C	G	1/1	Creature - Fungus	"At the beginning of your upkeep, put a spore counter on Thallid.
Remove three spore counters from Thallid: Put a 1/1 green Saproling creature token onto the battlefield."	
